text,emotion_label,sentiment_label,irony_label
"43 ans après le film avec John Wayne, The Alamo nouvelle version n’a pas à rougir. Descendu par les critiques presse que je juge beaucoup trop sévères, ce long-métrage est plutôt réussi dans l’ensemble. Les acteurs sont bien choisis et les scènes d’action sont spectaculaires. Ce n’est certes pas un chef-d’œuvre mais plutôt un bon divertissement.",-1,0,-1
"Un très joli film d'animation, avec un scénario original et très bien écrit, qui propose une certaine réflexion sur le pouvoir et l'inégalité. Réservé aux enfants et qui ravira les plus grands.",-1,2,-1
SUPER excellent !!! a voir sans aucun regret j'en suis fan,-1,2,-1
"Beaucoup de petites histoires et de personnages, mais Jia ne réussit que rarement à nous y intéresser. A part 3 ou 4 très courts instants très beaux, on ne retient pas grand chose de ce film, et on finit par croire que le sublime ""Platform"" était un accident dans la carrière de Jia Zhang-ke. On attend avec impatience le 3ème film réalisé par Yu Lik-wai (chef-op attitré de Jia) qui a déjà réalisé le charmant ""Love Will Tear Us Apart"" et le passionnant ""All Tomorrow's Parties""...",-1,0,-1
"Cecil B. DeMille s’auto-remake, après une première version en 1923, il en réalise une deuxième, tout en couleurs cette fois-ci, avec des moyens conséquents, voir démentiels !! Véritable chef d’œuvre épique en technicolor, dans des décors en plâtre somptueux et dantesques (représentant l’Egypte et le Sinaï) et filmé en transparence (pour une très grande partie des scènes). Ajoutez à cela, des SFX impressionnants et très beaux visuellement, aux côtés d’un casting riche en têtes d’affiche, avec dans les rôles titre, Charlton Heston, Yul Brynner, Anne Baxter & Vincent Price ! Les Dix commandements (1955) est une œuvre majeure dans l’Histoire Hollywoodienne, très fidèle, on y apprend un maximum de choses et on en ressort, au bout de ces 3h40, avec des images plein la tête et sûr d’y avoir appris beaucoup de choses sur le prophète Moïse et tout ce qui s’en rapproche. Une fresque ahurissante, un spectacle vivant d’une beauté visuelle qui, cinquante ans plus tard, n’en finit pas de surprendre et d’émerveiller !",-1,2,-1
"Bien sûr que « Cube » est un film très conceptuel. Passer l’intégralité d’une intrigue dans une multitude de cubes, qui forment elle-même un cube géant… sans savoir pourquoi on y est, et pourquoi on cherche à nous y tuer par toute une série de pièges, c’est juste… conceptuel. Mais bon, voilà. Moi j’adore ça. Partir de l’inconnu, essayer de manœuvrer intellectuellement dans l’abstrait. Surtout qu’au final, je trouve que le film pose vraiment la question du sens… pas seulement le sens du film, mais aussi la question du sens pour tout. Un film expérience dont je suis irrémédiablement fan.",-1,2,-1
"Bien fade pour une biographie de Capone. L'acteur qui tient le rôle ne ressemble pas du tout à Al. Aucun charisme,bien qu'il ait les défauts de Capone. Les acteurs récitent leurs textes, les dialogues sont sans saveur, aucune scène n'est marquante mais beaucoup sont sans intérêt. Le montage est brouillon, à part quelques fusillades peu fameuses de-ci, de-là, c'est ennuyeux.",-1,0,-1
Génial ce bouchon...,-1,-1,1
Je suis angoissé,3,-1,-1
De bons comédiens ne font pas un bon film. Manque de crédibilité. Dommage car l'histoire pouvait être intéressante..,-1,0,-1
Incroyable !,4,-1,-1
"""Vitus, l'enfant prodige"" un film touchant d'émotion, d'humour où les notes de musique rythment cette histoire avec virtuosité. Ce jeune extraterreste surprend par son autodétermination et son intelligence. le scénario est surdoué...Super je me lève pour applaudir. Bravo !!!",-1,2,-1
"Un Pur Régal. Aprés le Détonant Non Stop et le palpitant Instinct de Survie, le Tandem Jaume Collet Serra-Liam Neeson se reforme pour nous livrer un Thriller D'Action Intense et Malin qui ne laisse aucun répit du début jusqu’à la dernière minute. Pour Commencer la Mise en Scène est d'une redoutable efficacité dont notamment lors d'un des moments forts du film et qui est accompagné d'une BO prenante qui correspond parfaitement au rythme du long métrage. Ensuite le Scénario est habilement ficeler en parvenant a regorger de rebondissements parfaitement imprévisibles qui est mener a un rythme d'enfer pendant 1h44 sans interruption, Ajouter a cela un Suspense implacable qui joue brillamment avec nos nerfs en passant par des Séquences D'Actions percutant et magnifiquement chorégraphier sans oublier quelques morceaux de bravoure assez impressionnants qui en jettent la rétine avec quelques pointes d'humour et d'émotion qui sont distiller au bon moment. Pour Finir le Casting est au top avec en tête l'immense Liam Neeson qui assure toujours en action héros en campant cette fois le rôle de Michael MacCauley un pére de famille ordinaire qui voit sa vie basculer lors d'une étrange rencontre dans un train dont l'acteur nous montre tout l'étendue de ces talents d'acteurs au niveau émotionnel comme les moments d'actions, autour de lui on retrouve une galerie de Seconds Roles au top qui est composer entre autres de Vera Farminga,Patrick Wilson,Sam Neill et Jonathan Banks qui complete cette distribution au diapason. En Résumer, The Passenger est un pur moment de Divertissement rappelant le meilleur du cinéma d'action des années 80-90 qui confirme tout le génie de Jaume Collet Serra qui est un cinéaste incroyable en matière de Suspense qui livre ici un Thriller D'Action de qualité a la fois Intense,Haletant,Prenant et Captivant dont on redemande avec plaisir.",-1,2,-1
"Le couple peut-être mais le film ne l'est pas , épatant . Argent gaché !",-1,0,-1
"ce serait plutôt pour le meilleur et pour le pire ! Qu'est ce qui fait que l'on accroche quand même ? Le jeu des acteurs (par ailleurs si quelconques dans leurs personnages) a du mal à décoller vu le scénario en apparence un peu trop simple. Des histoires provinciales étouffantes, on en a vu tellement sous Chabrol et Cie, il n'y a pas d'action, bref, tout devrait nous faire fuir. Pourtant, la musique donne un charme secret à chaque scène de road-movie où l'on cherche la fin, chaque péripétie nous remet en selle, et finalement, on se prend à espérer que tout ne soit pas vain, et la fin nous permet de ne pas être trop déçu. Un film sympathique, un peu trop TV, mais qui se laisse regarder non sans humour. Peut-être le seul ou Lebihan joue presque correctement !",-1,0,-1
"Un moment rare et exceptionnel dans la vie du spectateur compulsif que je suis! Toutes les qualités du chef d'oeuvre sont réunies dans ce film argentin qui mêle très habilement les règles du thriller et celles de la romance , qui alterne humour et gravité, lenteur et accélération, plans longs et courses poursuites. Les comédiens sont particulièrement bien choisis. Allez voir ce film qui nous change des films formatés hollywoodiens mais que les Américains ont su si intelligemment récompenser.",-1,2,-1
Guillaume Nicloux nous emmène dans un univers de stress et de peur! On ne nous montre pas la Monica Belluci glamour que nous sommes habitués à voir mais on nous la montre très fragile ce qui est plutôt bien réussi... Je n'ai pas lu le livre mais le film est bien fait.,-1,2,-1
"C'est bizarrement un des films qui a bercé mon enfance ! Je ne suis donc pas très objectif quand je dis que c'est un très grand classique français avec des dialogues géniaux et des super ""gueules"" du cinéma français entre Jean-Paul Belmondo, Jacques Villeret ou Michel Creton.",-1,2,-1
Je me sens seul,1,-1,-1
Je vais au travail.,6,-1,-1
"1h30 de scènes sans grand intérêt pour arriver à une scène de 30 secondes qui est raconté au début du film, très décevant.",-1,0,-1
"Morning Glory (2011) dépeint (avec beaucoup de réalisme) l'univers des émissions télévisées matinales avec une touche d'humour satirique bien présente et surtout, des acteurs haut en couleurs, avec Rachel McAdams et deux vétérans d'Hollywood, à savoir Harrison Ford & Diane Keaton. On regrettera d'avoir droit à une avalanche de dialogues qui fusent de part et d'autre sans interruption, un scénario conventionnel, prévisible et sans aucune originalité, des personnages trop stéréotypés et une Rachel McAdams qui en fait beaucoup trop. La comédie de Roger Michell nous laisse un arrière goût plutôt déplaisant, on en attendait tout autre chose.",-1,0,-1
"film passionnant , traitant de la double cause féministe et homosexuelle​ chez les femmes , une caricature​ de masochisme bien représentée. Avec ce qui se passe actuellement, le film à toute sa place",-1,2,-1
"Ce petit bijou d’humour n’est pas s’en rappeler les saveurs des meilleurs films d’Emir Kusturica. Sous fond de lyrisme poétique, ce film s’aventure sur un sujet racoleur mais drôle : Dans un village nécessiteux en eau, le conduit de l’unique puits vient à ne plus acheminer le précieux liquide. Les hommes du village, ne font décidément rien pour le réparer… Les femmes décident alors, pour les en convaincre, d’entreprendre une grève du sexe. Ce film d’une fraîcheur remarquable est essentiellement porté par deux voix off qui narrent le film – celui-ci étant presque totalement dénué de dialogues – ce qui rend le jeu des acteurs d’autant plus époustouflants. Le réalisateur, Veit Helmer, a composé un film universel, joué par des acteurs sélectionnés aux quatre coins du monde, qui n’a pas de « melting-pot » que les nationalités des interprètes, mais aussi ses genres, puisqu’on ne peut pas s’empêcher de penser par moment aux Westerns Spaghettis, aux films muets et burlesques de Laurel et Hardy, ou encore aux comédies musicales de Bollywood. Un film enthousiasmant et joyeux et un autre de mes coups de cœur du Festival d'Amiens.",-1,2,-1
"""Nola Circus"" c'est une comédie noir-américaine écrite et réalisée par un français qui n'a peur de rien. C'est frais, c'est déjanté, c'est drôle et ça a été produit en dehors des circuits traditionnels (grâce à des sportifs de haut-niveau, il faut prendre l'argent là où il est...). Moi je l'ai découvert en avant-première il y a quelques semaines et j'en suis encore tout impressionné. Faites mentir les professionnels de la profession qui ne croient qu'aux recettes éculées de la comédie franchouillarde, allez voir ce film !!",-1,2,-1
Il y a des bouchons.,-1,-1,0
"Ce film réalisé par Philippe Lioret, sorti en 2006 et adapté du roman homonyme d'Olivier Adam, que je n'ai d'ailleurs pas lu et que je ne peux donc pas comparer, est franchement très bon. Le scénario présente l'histoire deLili qui en rentrant de voyage apprend que son frère jumeau a disparu et ses parents ne lui donnent pas plus d'informations. C'est alors qu'elle se lance à sa recherche et qu'elle va découvrir pas mal de choses. Le scénario est donc vraiment très bon, le film est présenté comme un drame mais c'est également un thriller puisqu'on ne sait pasce qui est arrivé à son frèreet toute la trame du film se joue là-dessus d'ailleurs. Du côté des acteurs, ils jouent franchement très bien, notamment Mélanie Laurent qui interprète très bien son rôle et j'ai été également été surpris de la prestation de Kad Merad où ce fut la première fois que je le voyais dans un rôle sérieux. J'ai également beaucoup aimé la mise en scène et la réalisation dont les scènes s'attardent plus sur les émotions des personnages que sur les dialogues, ce qui est très intéressant. Et puis, bien sûr, j'ai également beaucoup aimé le morceau ""U-Turn"" du groupe Aaron. ""Je vais bien, ne t'en fais pas"" est donc un très bon film dramatique avec un retournement final inattendu qui tient la route et qui est tout de même assez sombre finalement, mais qui est à découvrir si on ne l'a pas déjà vu",-1,2,-1
"(…) Pour un peu, cette nouvelle version redonnerait presque foi en les studios Hollywoodiens et leur capacité à transgresser les interdits et franchir le seuil de tolérance du spectateur lambda qui n'en demandait pas plus qu'un divertissement épuré, ''bien'' sanglant mais moral et ''second degré'', bref un slasher ''tranquille'' de plus. Au contraire, La Dernière Maison sur la Gauche est loin de faire honte à son remake, réaffirmant une volonté de toucher à l'horreur ''véritable'' donc viscérale, inconfortable et s'offrant à la remise en question. (…) Moins subtil que La Colline a des Yeux, moins carré et plus incisif qu'Eden Lake, ce poignant remake diffuse une tension rarement atteinte. En abordant de front la raison qui a mené au constat de douloureux échec, l'expérience s'achève sur l'affirmation d'une innocence perdue, dont on peaufine la mise en bière pour essayer non pas de la retrouver, mais de l'assumer au mieux. Vous ne manquerez pas d'en sortir les tripes au bord des lèvres et le coeur déchiré si seulement vous n'étiez pas venus vous repaître d'une bravache portion de cinéma gore.",-1,2,-1
"Difficile de percevoir le moindre instant dans ce film le style de Robert Altman, dont franchement je suis loin d'être friand. Bon au moins, à la place d'un film bien personnel du réalisateur de ""Nashville"", on aurait pu s'attendre à un bon thriller. Mais là si vous vous attendez à un film du genre qui dégage un climat oppressant et un suspense qui tue, vous avez frappé à la mauvaise porte. Au contraire, le film se montre même plutôt ennuyeux, c'est dire, et en plus on est censé être étonné que le personnage principal se soit fait manipulé depuis le début. Le casting n'est pas mal tout de même. Kenneth Branagh s'en sort très bien mais on voit beaucoup trop peu Robert Duvall et le personnage intéressant de Robert Downey Jr. est pas suffisamment exploité. Un film très facilement oubliable.",-1,0,-1
Un huit clos savoureux servi par deux excellents comédiens.On se complaise dans les tentatives ratées de séduction.,-1,2,-1
Ghostbusters? Casper? non non rien de tout ca. Juste une histoire enfantine fort ennyeuse qui ne satisfera même pas des adolescents,-1,0,-1
La réalisatrice arrive à installer une certaine ambiance et donne à Kirsten Stewart un rôle inhabituel mais le film ne dispose pas d'un scénario assez travaillé pour vraiment capter notre attention.,-1,0,-1
"Sans vouloir faire un mauvais jeu de mots, ""Simplet"" est un film qui porte très bien son titre. Si le talent de comédien de Fernandel est indiscutable, ce n'est pas le cas pour son talent de réalisateur. Pourtant l'idée de départ, même si elle ne casserait pas trois pattes à un canard, était très bonne sur le papier. Mais la réalisation de Fernandel est trop plan-plan et il n'y a absolument pas la moindre maîtrise du rythme. Quand à ses comédiens, à l'exception peut-être d'Edouard Delmont, il n'a pas su en tirer tout le potentiel. Cela se veut pagnolesque mais ça n'en a pas la saveur. Vraiment pas indispensable.",-1,0,-1
"Nous sommes à quelque semaines de la chute de Ben Ali. Trois amis, membres d’un orchestre traditionnels, se serrent les coudes pour survivre. Moha, musicien doué mais découragé cherche désespérément de l’argent pour se payer une place sur un bateau clandestin vers Europe. Walid, beau gosse, compte sur son charme pour s’en sortir. Fathi trime dur pour obtenir un poste d’enseignant ; il est amoureux de Noura, qui travaille à la réception d’un grand hôtel. Issue de la classe moyenne et avec une formation multilingue, Noura semble mieux armée que chacun des trois garçons pour affronter la vie. Elle sera pourtant la seule d’entre eux à être, d’entrée de jeux, sensible aux arguments du printemps arabe, avant même que le suicide d’un jeune vendeur de légumes ne provoque les émeutes qui balayeront Ben Ali. En nous entraînant à la suite de chacun des trois personnages, Raja Amari nous livre bien des facettes de cette crise : le désespoir au départ silencieux des plus modestes, la corruption des fonctionnaires, le rôle moteur des classes moyennes dans le déclenchement du mouvement, l’isolement et l’incompréhension du clan Ben Ali. Comme dans tous les films de Raja Amari (bien que Printemps tunisien ait été à l’origine une commande de Arte), les hommes semblent à la remorque des femmes. C’est ici le cas de Fathi, subjugué et gentiment dominé par Noura ; c’est aussi le cas de Ben Ali lui même, que l’on aperçoit à peine et qui paraît un jouet dans les mains de son épouse…",-1,2,-1
Bravo pour ta victoire.,-1,-1,0
"film decevant, qui n'arrive à montrer qu'une chose, que Michael Moore est un homme et non une idée. Ce documentaire se noit dans des détailles et semble ne pas avoir de substance sinon d'entretenir une polémique stérile.",-1,0,-1
"Il y a dans ""Métamorphoses"" une belle affiche et une bonne idée de base. Hélas, ça s'arrête là. Le jeu des acteurs est hasardeux, ils donnent l'impression de réciter leur texte... Une déambulation de nus même pas mis en valeur par la nature, tout est surfait, mal joué, improbable mais pas drôle, lisse et prétentieux. Seuls bons points: le rôle de Junon et les deux chansons de Baxter Dury qui constituent la BO. Une grande fan de Christophe Honoré très déçue par cette vaste blague.",-1,0,-1
"Un excellent film, indéniablement... Inconfortable, parfois caricatural mais une réalisation qui fonctionne et nous surprend. Il est évidemment très difficile de cautionner toute l'animalité trop étrange de Depardieu, mais là encore, cela sert le film et le postulat général jusqu'au bout. Ce qui semble violent, outrancier et voyeur devient finalement bien moins brutal et méprisable que la réflexion que l'on se fait du personnage principal. Un monstre d'égoïsme, d'égotisme(!), de sans-gêne, de gâchis, de déception, de lâcheté, de je-m'en-fichisme et finalement d'aquabonisme... Aucune leçon à apprendre d'un tel personnage, si bon technicien qu'il soit parait-il, rien de constructif ni de rentable à long terme ne peut venir d'un cerveau si malade. Ses doutes, sa supériorité et son addiction viendront toujours entacher l'apparition d'une qualité quelconque. Le film a le mérite de nous aider à clore définitivement le dossier et ne se moque pas, lui(!), de son auditoire. Un cinéma qui respecte notre intelligence, et de sa proposition ne juge pas, ni la notre, ni la réalité elle-même (que nous ne connaîtrons jamais;-)!!)... Merci;-))",-1,2,-1
La Fille de Ryan est un film à part qui fascine à plusieurs titres. Sur le plan esthétique d'abord: comment rester insensible aux paysages irlandais qui découpent merveilleusement la soutane du prêtre incarné par Trevor Howard ou les robes de Sarah Miles (Rosy Ryan)? Sur le plan narratif évidemment avec des scènes de folie comme celle où les paysans récupèrent en pleine tempête des caisses d'armes venues s'écraser contre les rochers. La Fille de Ryan intrigue également par son propos: la population locale apparaît tantôt héroïque quand il s'agit de lutter contre l'envahisseur anglais...tantôt prisonnière de son traditionalisme et étroite d'esprit quand il s'agit de s'ouvrir à la différence. C'est justement ce refus de tout manichéisme qui fait la grande valeur de ce film.,-1,2,-1
"Très bon, ce film ne déçoit pas du tout, Tarantino nous offre encore un chef d'oeuvre, avec un casting de haut niveau, et un Christoph Waltz exceptionnel ! Sanglant, mais avec de l'humour de belles scènes tout y est ! Comme d'habitude, la scène finale est superbe, mais cette fois un peu courte. Avec Tarantino, on sait que après de longues scènes calmes, la fin est souvent épique, et la seule chose qui m'a déçu dans ce film, c'est qu'il y a trop de longs passages, et peu d'actions, malgré qu'on en prends toujours plein la vue avec ces combats plein de sang. Sinon, on a un bon Brad Pitt dans le rôle principal, dommage qu'il soit un peu absent des gros moments mais bon. Dans l'ensemble, j'ai adoré ce film, c'est du lourd. Bravo Tarantino ! A voir et revoir !",-1,2,-1
"Le Maitre d'école dispose de deux niveaux de lecture. Le premier, on y voit dans ce film une gentille comédie. Il y a les vannes de Coluche, sa gouaille, et les réflexions saugrenues de ses élèves qui souvent prennent tout au 1er degré. On se dit quand même qu'il a bien dû aimer tourner avec des enfants. Sa tendresse, son humanité élargissent un peu son jeu. Évidemment, on est pas au niveau de Tchao Pantin mais il se permet de jouer autre chose que l'amuseur public et ça c'est bien. Deuxième niveau de lecture, c'est le contexte social de l'époque. On est en 1981, la gauche vient de passer aux élections présidentielles et les attentes sont grandes. Les symptômes sont les mêmes qu'aujourd'hui d'ailleurs. Manque de moyens dans l'éducation nationale, malaise des enseignants, dépression, enseignants eux-mêmes confrontés aux grands problèmes de société : pauvreté, chômage, logement, homosexualité, peine de mort, situations familiales des parents compliquées. D'instructeur, ils doivent assumer des tâches de flic ou d'assistante sociale. Le Maître d'école n'a pas pris une ride, plus de 30 ans après. On pourrait le tourner aujourd'hui, sauf qu'il n'y a plus Coluche bien sûr.",-1,2,-1
"Nekfeu est sans doute un futur grand, on le découvre grâce à ce film, porté face à Catherine Deneuve en veuve blessée et mère-louve éplorée.",-1,2,-1
"L’histoire n’est pas très originale : une S.D.F. (Miss Jin) vit dans une gare avec une gamine et se lie d’amitié avec un garde barrière solitaire. Un ancien chef d’entreprise, alcoolique et parasite se lie au groupe. C’est plus une comédie qu’un drame social mais qui n’apporte pas grand-chose.",-1,0,-1
"Ultra classique, sans aucune surprise, mais pas mauvais en soi. Une série b comme il en existe des centaines.",-1,0,-1
"Super, il pleut encore ! 🙄",-1,-1,1
"La triste descente aux enfers d'un homme d'affaires très haut placé. Par le biais de cet enlèvement, il perd sa confiance ainsi que la fidélité de ses proches (spoilers à ne pas évoquer). Trés beau film émouvant avec un excellent Yvan Attal.",-1,2,-1
"Le film arrive à tenir tout seul, oublier la série, 21 Jump Street arrive bel et bien à être un film à part entiére. Comédie d'action hilarante, qui n'a pas froid au yeux (dans une amérique puritaine, ces même bizarre qu'un ado puisse dire qu'il se fait faire des pipes par une fille qui n'est pas ça copine et qu'on puisse voir une partouze), et se n'est pas pour nous déplaire, ce buddy-movie complétement déjanté, arrive à garder notre attention, sans nous ennuyer pendant 1H50, mais n'invente pas grand chose dans le genre. Les personnages ont été vu mille fois, mais on s'y attache quand même (grâce à l'interprétation des acteurs), le scénario est bien ficelé (mais n'oublie jamais de faire par moment trés classique), la mise en scéne est barré (certains effets sont carrément génial, on contribue même parfois au gag), les gags font toujours mouche, la fin est totalement réussie (le caméo Depp est la bienvenue et est trés drôle). Une comédie efficace, vu et revue, mais qui arrive à nous avoir, on passe un trés bon moment. À voir.",-1,2,-1
Paul Haggis surpasse le film de Fred Cavayé l'histoire est encore plus haletante beaucoup d'action(Haggis bat Cavayé sur l'action la scéne de l'hopital le prouve largement) et beaucoup suspense. L'interprétation de Russell Crowe est magnifique! Un super film!,-1,2,-1
"Ce duo a fait du chemin depuis ce film qui a lancé leur carrière cinématographique film à l'humour disons très très gamin on voit qu'il s'amuse beaucoup fait références à différents films (matrix , le jeu de la mort ..) une distribution intéressante pour les amateurs de ce duo sinon l'ennui s'installera dés les premières minutes",-1,0,-1
un film bouleversant; magnifique; zerbinette ... tu a tout dit sur ce fiml si plein de nostalgie aussi.je l ai vu en 1985.,-1,2,-1
Il y a des bouchons.,-1,-1,0
"Je ne suis pas de ceux qui cassent à chaque film ce bon vieux Joel Schumacher, car il a fait d'excellents films, mais là ce n'est juste pas possible ! Si le point de départ intrigait, le réalisateur en fait n'importe quoi et le film se transforme en trip grotesque et risible ! Alors que l'on devrait flipper devant la folie de Jim Carrey, on se retrouve dans un trip alambiqué et clinquant, froid et prétentieux ! Et au final, le scénario explique tout et se transforme en simple thriller à twist, là où il aurait été judicieux de laisser quelques parts d'ombre ! Jim Carrey ne réussit pas à nous faire ressentir la folie de son personnage, et ce malgré le talent dont il peut faire preuve en tant qu'acteur sèrieux ! Il faut juste le bon réalisateur, car ici il n'est pas dirigé ! En bref un fiasco total, à ne surtout pas regarder si l'on ne connaît pas la filmographie du réalisateur, sous peine d'être conforté dans ses à priori !",-1,0,-1
"Au vu des critiques de la presse, je m'attendais à passer un bon moment. Franchement ça n'a pas du tout été le cas et j'ai l'impression de m'être fait avoir. Mais qu'est-ce donc que ce film dont l'intrigue met déjà une heure à se mettre en place, puis, une fois posée, se déroule mollement avec quantité de scènes de remplissage ? Ca s'étire, ça se traîne , c'est longuet à mort autour d'une histoire parfaitement inconsistante. J'avais lu que pour certains ce film traitait d'une belle histoire d'amitié, pour d'autres c'était une analyse sur la mutation des quartiers qui se boboïsent, pour d'autres encore une étude sur les conflits générationnels. Que ne vont pas chercher les critiques pour nous montrer qu'ils sont intelligents ! Leur meilleur talent, en l'occurrence, est d'avoir su trouver quelque chose à du rien.",-1,0,-1
"Voilà un film qui pourrait apparaitre comme une grande fresque historique mais il n'en est rien. D'abord malgré des décors honnêtes (mais qui disparaissent aussi vite qu'ils apparaissent) la qualité des interprètes laissent à désirer surtout pour ceux qui jouent Xerxes et Esther, malheureusement les premiers rôles ! On peut y voir Jonathan Rhys-Davies et Omar Sharif mais leur talent ne suffit pas à émerveiller dans ce qui tient plus du téléfilm à plus ou moins gros budget. Trop de scènes se jouent dans des sortent de huis clos minimisant les décors. Historiquement il s'agit de faits qui tiennent surtout de la légende d'après ""Le livre d'Esther"" un conte qui fait partie des livres saints judaïques. Le message politico-religieux bien martelé à la fin du film est en trop et manque de finesse. Au final il s'agit d'une fresque peplum mais sans la nuance du romanesque et sans panache épique. Direct to DVD sans surprise.",-1,0,-1
"Un film d'action correcte, sans génie aucun mais efficace et bien joué. On ne lui en demande pas plus.",-1,0,-1
"Chacun des personnages mériterait un film à part entière, mais l'essentiel est dans la réunion de ces habitants, aussi surprenante qu'enthousiasmante. Bien plus qu'un film sur une lutte écologique.",-1,2,-1
C'est inadmissible,2,-1,-1
C'est effrayant,3,-1,-1
C'est immonde,5,-1,-1
"Une bonne surprise, une histoire bien amenée et des scènes d'action musclées très réussies. La prestation des acteurs est loin d'être médiocre, surtout celle de Ron Perlman en Viking particulièrement moche et batailleur, (le physique colossal de cet acteur lui permet d'avoir un potentiel de séduction comme dans la série ""la Belle et la Bête"" de1980 du même niveau que la peur et le dégoût qu'il peut inspirer : ""Le nom de la rose""). Enfin ce film sympathique vaut le détour et n’ennuie pas une seconde.",-1,2,-1
"L’affiche suffit à elle seule pour être l’annonciatrice des plus grands malheurs : Clavier, Balasko et Jugnot avec leurs mimiques usées, l’ignoble Krawczik aux commandes, le remake d’un vieux Fernandel en guise de titre. Tout est déjà dit me semble t-il. S’il reste néanmoins encore quelques naïfs qui veulent s’y risquer, guidés peut-être par un vague souvenir nostalgique des « Bronzés », ou du « Père Noël est une ordure », alors j’espère que cette critique sera les en dissuader. Pourtant que dire ?!! Un roman s’imposerait tant les sources de dégoûts sont légions ! On pourrait donc résumer ainsi en disant qu’il s’agit là d’un film sans talent ni conviction, servi par des comédiens lassés, et qui se limite qu’à une accumulation poussive de mimiques et gags parmi les plus grossiers. Bref, un film pathétique au possible. Je vous en prie, que mon sacrifice ne soit pas vain, sauvez-vous ! Sauvez le cinéma français ! Evitez ce film ! Laisser le couler sereinement car c’est bien souffrance que de se laisser couler avec lui…",-1,0,-1
"Je suis choquée.. Choquée de voir qu'on peut encore réaliser des films avec incitations à la haine. Mes mots sont peut être fort mais je trouve que le film ne mène à aucunes réflexions positives...Tout ce que je vois c'est qu'on souhaite clairement assassiner des potentiels futurs tueurs ou meneurs racistes.Je trouve que le film mériterait d'être beaucoup plus profond. Quand je vois le film ""la couleur des sentiments"" la on parle ! Là on dénonce et on montre la réalité et les difficultés que pouvaient rencontrer les populations afro-americaine ou du moins typées. Aaaah voilà clairement j'aime pas ce genre de film. On devrait sincèrement faire des films dont la moral apporte quelque chose de positif et cherchant à faire grandir les mentalités. Stoo aux""On va exterminer tout le monde pour sauver des vies"" surtout dans le monde actuel... Je m'emporte un peu sûrement..",-1,0,-1
