text,emotion,emotion_id,sentiment,is_ironic
"C'est déprimant, rien ne va",tristesse,1,0,0
Je me sens si seul et abandonné,tristesse,1,0,1
"Quelle déception, je suis dévasté",tristesse,1,0,1
"Rien ne va plus, tout est noir 😔",tristesse,1,0,0
Je suis vraiment triste aujourd'hui 😢,tristesse,1,0,0
"C'est déprimant, rien ne va",tristesse,1,0,1
Je me sens si seul et abandonné,tristesse,1,0,0
"Quelle déception, je suis dévasté",tristesse,1,0,0
"Rien ne va plus, tout est noir 😔",tristesse,1,0,0
Je suis vraiment triste aujourd'hui 😢,tristesse,1,0,0
"C'est déprimant, rien ne va",tristesse,1,0,1
Je me sens si seul et abandonné,tristesse,1,0,1
"Quelle déception, je suis dévasté",tristesse,1,0,0
"Rien ne va plus, tout est noir 😔",tristesse,1,0,0
Je suis vraiment triste aujourd'hui 😢,tristesse,1,0,0
"C'est déprimant, rien ne va",tristesse,1,0,0
Je me sens si seul et abandonné,tristesse,1,0,1
"Quelle déception, je suis dévasté",tristesse,1,0,1
"Rien ne va plus, tout est noir 😔",tristesse,1,0,0
"J'en ai marre, c'est vraiment énervant ! 😡",colere,2,0,0
"C'est inadmissible, je suis furieux !",colere,2,0,0
"Ça suffit maintenant, je ne supporte plus !",colere,2,0,0
"Quelle incompétence, c'est révoltant !",colere,2,0,1
Je suis vraiment en colère contre toi ! 😠,colere,2,0,0
"J'en ai marre, c'est vraiment énervant ! 😡",colere,2,0,0
"C'est inadmissible, je suis furieux !",colere,2,0,0
"Ça suffit maintenant, je ne supporte plus !",colere,2,0,0
"Quelle incompétence, c'est révoltant !",colere,2,0,0
Je suis vraiment en colère contre toi ! 😠,colere,2,0,0
"J'en ai marre, c'est vraiment énervant ! 😡",colere,2,0,0
"C'est inadmissible, je suis furieux !",colere,2,0,0
"Ça suffit maintenant, je ne supporte plus !",colere,2,0,0
"Quelle incompétence, c'est révoltant !",colere,2,0,0
Je suis vraiment en colère contre toi ! 😠,colere,2,0,0
"J'en ai marre, c'est vraiment énervant ! 😡",colere,2,0,0
"C'est inadmissible, je suis furieux !",colere,2,0,0
"Ça suffit maintenant, je ne supporte plus !",colere,2,0,0
"Quelle incompétence, c'est révoltant !",colere,2,0,0
Je suis vraiment en colère contre toi ! 😠,colere,2,0,1
"J'en ai marre, c'est vraiment énervant ! 😡",colere,2,0,0
"C'est inadmissible, je suis furieux !",colere,2,0,0
"Ça suffit maintenant, je ne supporte plus !",colere,2,0,0
"Quelle incompétence, c'est révoltant !",colere,2,0,0
Je suis vraiment en colère contre toi ! 😠,colere,2,0,0
"J'en ai marre, c'est vraiment énervant ! 😡",colere,2,0,0
"C'est inadmissible, je suis furieux !",colere,2,0,1
"Ça suffit maintenant, je ne supporte plus !",colere,2,0,0
"Quelle incompétence, c'est révoltant !",colere,2,0,1
Je suis vraiment en colère contre toi ! 😠,colere,2,0,0
"J'en ai marre, c'est vraiment énervant ! 😡",colere,2,0,0
"C'est inadmissible, je suis furieux !",colere,2,0,0
"Ça suffit maintenant, je ne supporte plus !",colere,2,0,0
"Quelle incompétence, c'est révoltant !",colere,2,0,0
Je suis vraiment en colère contre toi ! 😠,colere,2,0,0
"J'en ai marre, c'est vraiment énervant ! 😡",colere,2,0,0
"C'est inadmissible, je suis furieux !",colere,2,0,0
"Ça suffit maintenant, je ne supporte plus !",colere,2,0,0
"Quelle incompétence, c'est révoltant !",colere,2,0,0
Je suis vraiment en colère contre toi ! 😠,colere,2,0,0
"J'en ai marre, c'est vraiment énervant ! 😡",colere,2,0,1
"C'est inadmissible, je suis furieux !",colere,2,0,1
"Ça suffit maintenant, je ne supporte plus !",colere,2,0,1
"Quelle incompétence, c'est révoltant !",colere,2,0,0
Je suis vraiment en colère contre toi ! 😠,colere,2,0,0
"J'en ai marre, c'est vraiment énervant ! 😡",colere,2,0,1
"C'est inadmissible, je suis furieux !",colere,2,0,0
"Ça suffit maintenant, je ne supporte plus !",colere,2,0,1
"Quelle incompétence, c'est révoltant !",colere,2,0,1
Je suis vraiment en colère contre toi ! 😠,colere,2,0,1
"J'en ai marre, c'est vraiment énervant ! 😡",colere,2,0,0
"C'est inadmissible, je suis furieux !",colere,2,0,0
"Ça suffit maintenant, je ne supporte plus !",colere,2,0,1
"Quelle incompétence, c'est révoltant !",colere,2,0,0
Je suis vraiment en colère contre toi ! 😠,colere,2,0,0
"J'en ai marre, c'est vraiment énervant ! 😡",colere,2,0,0
"C'est inadmissible, je suis furieux !",colere,2,0,1
"Ça suffit maintenant, je ne supporte plus !",colere,2,0,0
"Quelle incompétence, c'est révoltant !",colere,2,0,0
Je suis vraiment en colère contre toi ! 😠,colere,2,0,0
"J'en ai marre, c'est vraiment énervant ! 😡",colere,2,0,0
"C'est inadmissible, je suis furieux !",colere,2,0,1
"Ça suffit maintenant, je ne supporte plus !",colere,2,0,0
"Quelle incompétence, c'est révoltant !",colere,2,0,0
Je suis vraiment en colère contre toi ! 😠,colere,2,0,1
"J'en ai marre, c'est vraiment énervant ! 😡",colere,2,0,0
"C'est inadmissible, je suis furieux !",colere,2,0,0
"Ça suffit maintenant, je ne supporte plus !",colere,2,0,0
"Quelle incompétence, c'est révoltant !",colere,2,0,0
Je suis vraiment en colère contre toi ! 😠,colere,2,0,0
"J'en ai marre, c'est vraiment énervant ! 😡",colere,2,0,1
"C'est inadmissible, je suis furieux !",colere,2,0,1
"Ça suffit maintenant, je ne supporte plus !",colere,2,0,1
"Quelle incompétence, c'est révoltant !",colere,2,0,1
Je suis vraiment en colère contre toi ! 😠,colere,2,0,0
"J'en ai marre, c'est vraiment énervant ! 😡",colere,2,0,0
"C'est inadmissible, je suis furieux !",colere,2,0,0
"Ça suffit maintenant, je ne supporte plus !",colere,2,0,0
"Quelle incompétence, c'est révoltant !",colere,2,0,0
Je suis vraiment en colère contre toi ! 😠,colere,2,0,0
"J'en ai marre, c'est vraiment énervant ! 😡",colere,2,0,1
"C'est inadmissible, je suis furieux !",colere,2,0,0
"Ça suffit maintenant, je ne supporte plus !",colere,2,0,0
"Quelle incompétence, c'est révoltant !",colere,2,0,0
Je suis vraiment en colère contre toi ! 😠,colere,2,0,0
"J'en ai marre, c'est vraiment énervant ! 😡",colere,2,0,0
"C'est inadmissible, je suis furieux !",colere,2,0,0
"Ça suffit maintenant, je ne supporte plus !",colere,2,0,0
"Quelle incompétence, c'est révoltant !",colere,2,0,0
Je suis vraiment en colère contre toi ! 😠,colere,2,0,0
"J'en ai marre, c'est vraiment énervant ! 😡",colere,2,0,0
"C'est inadmissible, je suis furieux !",colere,2,0,0
"Ça suffit maintenant, je ne supporte plus !",colere,2,0,1
"Quelle incompétence, c'est révoltant !",colere,2,0,0
Je suis vraiment en colère contre toi ! 😠,colere,2,0,0
"J'en ai marre, c'est vraiment énervant ! 😡",colere,2,0,0
"C'est inadmissible, je suis furieux !",colere,2,0,0
"Ça suffit maintenant, je ne supporte plus !",colere,2,0,0
"Quelle incompétence, c'est révoltant !",colere,2,0,0
Je suis vraiment en colère contre toi ! 😠,colere,2,0,0
"J'ai vraiment peur, c'est angoissant 😨",peur,3,0,0
"C'est effrayant, je suis terrorisé",peur,3,0,0
"J'ai des frissons, c'est inquiétant",peur,3,0,0
"Je suis anxieux, ça me stresse",peur,3,0,0
"Ça fait peur, je suis paniqué 😰",peur,3,0,0
"J'ai vraiment peur, c'est angoissant 😨",peur,3,0,1
"C'est effrayant, je suis terrorisé",peur,3,0,0
"J'ai des frissons, c'est inquiétant",peur,3,0,0
"Je suis anxieux, ça me stresse",peur,3,0,0
"Ça fait peur, je suis paniqué 😰",peur,3,0,0
"J'ai vraiment peur, c'est angoissant 😨",peur,3,0,0
"C'est effrayant, je suis terrorisé",peur,3,0,0
"J'ai des frissons, c'est inquiétant",peur,3,0,0
"Je suis anxieux, ça me stresse",peur,3,0,1
"Ça fait peur, je suis paniqué 😰",peur,3,0,1
"J'ai vraiment peur, c'est angoissant 😨",peur,3,0,0
"C'est effrayant, je suis terrorisé",peur,3,0,0
"J'ai des frissons, c'est inquiétant",peur,3,0,0
"Je suis anxieux, ça me stresse",peur,3,0,0
"Ça fait peur, je suis paniqué 😰",peur,3,0,0
"J'ai vraiment peur, c'est angoissant 😨",peur,3,0,0
"C'est effrayant, je suis terrorisé",peur,3,0,0
"J'ai des frissons, c'est inquiétant",peur,3,0,0
"Je suis anxieux, ça me stresse",peur,3,0,0
"Ça fait peur, je suis paniqué 😰",peur,3,0,1
"J'ai vraiment peur, c'est angoissant 😨",peur,3,0,0
"C'est effrayant, je suis terrorisé",peur,3,0,0
"J'ai des frissons, c'est inquiétant",peur,3,0,0
"Je suis anxieux, ça me stresse",peur,3,0,0
"Ça fait peur, je suis paniqué 😰",peur,3,0,0
"J'ai vraiment peur, c'est angoissant 😨",peur,3,0,0
"C'est effrayant, je suis terrorisé",peur,3,0,0
"J'ai des frissons, c'est inquiétant",peur,3,0,0
"Je suis anxieux, ça me stresse",peur,3,0,0
"Ça fait peur, je suis paniqué 😰",peur,3,0,0
"J'ai vraiment peur, c'est angoissant 😨",peur,3,0,0
"C'est effrayant, je suis terrorisé",peur,3,0,1
"J'ai des frissons, c'est inquiétant",peur,3,0,0
"Je suis anxieux, ça me stresse",peur,3,0,0
"Ça fait peur, je suis paniqué 😰",peur,3,0,0
"J'ai vraiment peur, c'est angoissant 😨",peur,3,0,0
"C'est effrayant, je suis terrorisé",peur,3,0,0
"J'ai des frissons, c'est inquiétant",peur,3,0,0
"Je suis anxieux, ça me stresse",peur,3,0,0
"Ça fait peur, je suis paniqué 😰",peur,3,0,0
"J'ai vraiment peur, c'est angoissant 😨",peur,3,0,0
"C'est effrayant, je suis terrorisé",peur,3,0,0
"J'ai des frissons, c'est inquiétant",peur,3,0,0
"Je suis anxieux, ça me stresse",peur,3,0,0
"Ça fait peur, je suis paniqué 😰",peur,3,0,0
"J'ai vraiment peur, c'est angoissant 😨",peur,3,0,0
"C'est effrayant, je suis terrorisé",peur,3,0,1
"J'ai des frissons, c'est inquiétant",peur,3,0,0
"Je suis anxieux, ça me stresse",peur,3,0,0
"Ça fait peur, je suis paniqué 😰",peur,3,0,0
"J'ai vraiment peur, c'est angoissant 😨",peur,3,0,0
"C'est effrayant, je suis terrorisé",peur,3,0,0
"J'ai des frissons, c'est inquiétant",peur,3,0,0
"Je suis anxieux, ça me stresse",peur,3,0,1
"Ça fait peur, je suis paniqué 😰",peur,3,0,0
"J'ai vraiment peur, c'est angoissant 😨",peur,3,0,0
"C'est effrayant, je suis terrorisé",peur,3,0,0
"J'ai des frissons, c'est inquiétant",peur,3,0,0
"Je suis anxieux, ça me stresse",peur,3,0,0
"Ça fait peur, je suis paniqué 😰",peur,3,0,1
"J'ai vraiment peur, c'est angoissant 😨",peur,3,0,0
"C'est effrayant, je suis terrorisé",peur,3,0,1
"J'ai des frissons, c'est inquiétant",peur,3,0,1
"Je suis anxieux, ça me stresse",peur,3,0,0
"Ça fait peur, je suis paniqué 😰",peur,3,0,0
"J'ai vraiment peur, c'est angoissant 😨",peur,3,0,0
"C'est effrayant, je suis terrorisé",peur,3,0,0
"J'ai des frissons, c'est inquiétant",peur,3,0,0
"Je suis anxieux, ça me stresse",peur,3,0,0
"Ça fait peur, je suis paniqué 😰",peur,3,0,0
"J'ai vraiment peur, c'est angoissant 😨",peur,3,0,0
"C'est effrayant, je suis terrorisé",peur,3,0,1
"J'ai des frissons, c'est inquiétant",peur,3,0,0
"Je suis anxieux, ça me stresse",peur,3,0,1
"Ça fait peur, je suis paniqué 😰",peur,3,0,0
"J'ai vraiment peur, c'est angoissant 😨",peur,3,0,0
"C'est effrayant, je suis terrorisé",peur,3,0,0
"J'ai des frissons, c'est inquiétant",peur,3,0,0
"Je suis anxieux, ça me stresse",peur,3,0,1
"Ça fait peur, je suis paniqué 😰",peur,3,0,0
"J'ai vraiment peur, c'est angoissant 😨",peur,3,0,1
"C'est effrayant, je suis terrorisé",peur,3,0,0
"J'ai des frissons, c'est inquiétant",peur,3,0,0
"Je suis anxieux, ça me stresse",peur,3,0,0
"Ça fait peur, je suis paniqué 😰",peur,3,0,1
"J'ai vraiment peur, c'est angoissant 😨",peur,3,0,1
"C'est effrayant, je suis terrorisé",peur,3,0,0
"J'ai des frissons, c'est inquiétant",peur,3,0,0
"Je suis anxieux, ça me stresse",peur,3,0,0
"Ça fait peur, je suis paniqué 😰",peur,3,0,0
"J'ai vraiment peur, c'est angoissant 😨",peur,3,0,1
"C'est effrayant, je suis terrorisé",peur,3,0,1
"J'ai des frissons, c'est inquiétant",peur,3,0,0
"Je suis anxieux, ça me stresse",peur,3,0,0
"Ça fait peur, je suis paniqué 😰",peur,3,0,0
Oh ! Je ne m'attendais pas à ça ! 😮,surprise,4,2,0
Quoi ?! C'est incroyable !,surprise,4,2,1
"Wow, quelle surprise !",surprise,4,2,0
Je n'en crois pas mes yeux ! 😲,surprise,4,2,1
"C'est inattendu, je suis choqué !",surprise,4,2,0
Oh ! Je ne m'attendais pas à ça ! 😮,surprise,4,2,1
Quoi ?! C'est incroyable !,surprise,4,2,0
"Wow, quelle surprise !",surprise,4,2,0
Je n'en crois pas mes yeux ! 😲,surprise,4,2,1
"C'est inattendu, je suis choqué !",surprise,4,2,0
Oh ! Je ne m'attendais pas à ça ! 😮,surprise,4,2,0
Quoi ?! C'est incroyable !,surprise,4,2,1
"Wow, quelle surprise !",surprise,4,2,1
Je n'en crois pas mes yeux ! 😲,surprise,4,2,0
"C'est inattendu, je suis choqué !",surprise,4,2,0
Oh ! Je ne m'attendais pas à ça ! 😮,surprise,4,2,0
Quoi ?! C'est incroyable !,surprise,4,2,0
"Wow, quelle surprise !",surprise,4,2,0
Je n'en crois pas mes yeux ! 😲,surprise,4,2,0
"C'est inattendu, je suis choqué !",surprise,4,2,0
Oh ! Je ne m'attendais pas à ça ! 😮,surprise,4,2,0
Quoi ?! C'est incroyable !,surprise,4,2,0
"Wow, quelle surprise !",surprise,4,2,0
Je n'en crois pas mes yeux ! 😲,surprise,4,2,0
"C'est inattendu, je suis choqué !",surprise,4,2,0
Oh ! Je ne m'attendais pas à ça ! 😮,surprise,4,2,0
Quoi ?! C'est incroyable !,surprise,4,2,0
"Wow, quelle surprise !",surprise,4,2,1
Je n'en crois pas mes yeux ! 😲,surprise,4,2,0
"C'est inattendu, je suis choqué !",surprise,4,2,0
Oh ! Je ne m'attendais pas à ça ! 😮,surprise,4,2,0
Quoi ?! C'est incroyable !,surprise,4,2,0
"Wow, quelle surprise !",surprise,4,2,0
Je n'en crois pas mes yeux ! 😲,surprise,4,2,0
"C'est inattendu, je suis choqué !",surprise,4,2,0
Oh ! Je ne m'attendais pas à ça ! 😮,surprise,4,2,0
Quoi ?! C'est incroyable !,surprise,4,2,0
"Wow, quelle surprise !",surprise,4,2,1
Je n'en crois pas mes yeux ! 😲,surprise,4,2,0
"C'est inattendu, je suis choqué !",surprise,4,2,0
Oh ! Je ne m'attendais pas à ça ! 😮,surprise,4,2,0
Quoi ?! C'est incroyable !,surprise,4,2,1
"Wow, quelle surprise !",surprise,4,2,0
Je n'en crois pas mes yeux ! 😲,surprise,4,2,0
"C'est inattendu, je suis choqué !",surprise,4,2,1
Oh ! Je ne m'attendais pas à ça ! 😮,surprise,4,2,1
Quoi ?! C'est incroyable !,surprise,4,2,1
"Wow, quelle surprise !",surprise,4,2,0
Je n'en crois pas mes yeux ! 😲,surprise,4,2,0
"C'est inattendu, je suis choqué !",surprise,4,2,0
Oh ! Je ne m'attendais pas à ça ! 😮,surprise,4,2,0
Quoi ?! C'est incroyable !,surprise,4,2,0
"Wow, quelle surprise !",surprise,4,2,0
Je n'en crois pas mes yeux ! 😲,surprise,4,2,1
"C'est inattendu, je suis choqué !",surprise,4,2,0
Oh ! Je ne m'attendais pas à ça ! 😮,surprise,4,2,0
Quoi ?! C'est incroyable !,surprise,4,2,0
"Wow, quelle surprise !",surprise,4,2,0
Je n'en crois pas mes yeux ! 😲,surprise,4,2,0
"C'est inattendu, je suis choqué !",surprise,4,2,0
Oh ! Je ne m'attendais pas à ça ! 😮,surprise,4,2,0
Quoi ?! C'est incroyable !,surprise,4,2,0
"Wow, quelle surprise !",surprise,4,2,0
Je n'en crois pas mes yeux ! 😲,surprise,4,2,0
"C'est inattendu, je suis choqué !",surprise,4,2,1
Oh ! Je ne m'attendais pas à ça ! 😮,surprise,4,2,0
Quoi ?! C'est incroyable !,surprise,4,2,0
"Wow, quelle surprise !",surprise,4,2,1
Je n'en crois pas mes yeux ! 😲,surprise,4,2,0
"C'est inattendu, je suis choqué !",surprise,4,2,1
Oh ! Je ne m'attendais pas à ça ! 😮,surprise,4,2,0
Quoi ?! C'est incroyable !,surprise,4,2,1
"Wow, quelle surprise !",surprise,4,2,0
Je n'en crois pas mes yeux ! 😲,surprise,4,2,1
"C'est inattendu, je suis choqué !",surprise,4,2,0
Oh ! Je ne m'attendais pas à ça ! 😮,surprise,4,2,1
Quoi ?! C'est incroyable !,surprise,4,2,0
"Wow, quelle surprise !",surprise,4,2,0
Je n'en crois pas mes yeux ! 😲,surprise,4,2,1
"C'est inattendu, je suis choqué !",surprise,4,2,0
Oh ! Je ne m'attendais pas à ça ! 😮,surprise,4,2,0
