text,emotion,emotion_id
"C'est déprimant, rien ne va",tristesse,1
Je me sens si seul et abandonné,tristesse,1
"Quelle déception, je suis dévasté",tristesse,1
"Rien ne va plus, tout est noir 😔",tristesse,1
Je suis vraiment triste aujourd'hui 😢,tristesse,1
"C'est déprimant, rien ne va",tristesse,1
Je me sens si seul et abandonné,tristesse,1
"Quelle déception, je suis dévasté",tristesse,1
"Rien ne va plus, tout est noir 😔",tristesse,1
Je suis vraiment triste aujourd'hui 😢,tristesse,1
"C'est déprimant, rien ne va",tristesse,1
Je me sens si seul et abandonné,tristesse,1
"Quelle déception, je suis dévasté",tristesse,1
"Rien ne va plus, tout est noir 😔",tristesse,1
Je suis vraiment triste aujourd'hui 😢,tristesse,1
"C'est déprimant, rien ne va",tristesse,1
Je me sens si seul et abandonné,tristesse,1
"Quelle déception, je suis dévasté",tristesse,1
"Rien ne va plus, tout est noir 😔",tristesse,1
Je suis vraiment triste aujourd'hui 😢,tristesse,1
"C'est déprimant, rien ne va",tristesse,1
Je me sens si seul et abandonné,tristesse,1
"Quelle déception, je suis dévasté",tristesse,1
"Rien ne va plus, tout est noir 😔",tristesse,1
Je suis vraiment triste aujourd'hui 😢,tristesse,1
"C'est déprimant, rien ne va",tristesse,1
Je me sens si seul et abandonné,tristesse,1
"Quelle déception, je suis dévasté",tristesse,1
"Rien ne va plus, tout est noir 😔",tristesse,1
Je suis vraiment triste aujourd'hui 😢,tristesse,1
"C'est déprimant, rien ne va",tristesse,1
Je me sens si seul et abandonné,tristesse,1
"Quelle déception, je suis dévasté",tristesse,1
"Rien ne va plus, tout est noir 😔",tristesse,1
Je suis vraiment triste aujourd'hui 😢,tristesse,1
"C'est déprimant, rien ne va",tristesse,1
Je me sens si seul et abandonné,tristesse,1
"Quelle déception, je suis dévasté",tristesse,1
"Rien ne va plus, tout est noir 😔",tristesse,1
Je suis vraiment triste aujourd'hui 😢,tristesse,1
"C'est déprimant, rien ne va",tristesse,1
Je me sens si seul et abandonné,tristesse,1
"Quelle déception, je suis dévasté",tristesse,1
"Rien ne va plus, tout est noir 😔",tristesse,1
Je suis vraiment triste aujourd'hui 😢,tristesse,1
"C'est déprimant, rien ne va",tristesse,1
Je me sens si seul et abandonné,tristesse,1
"Quelle déception, je suis dévasté",tristesse,1
"Rien ne va plus, tout est noir 😔",tristesse,1
"J'en ai marre, c'est vraiment énervant ! 😡",colere,2
"C'est inadmissible, je suis furieux !",colere,2
"Ça suffit maintenant, je ne supporte plus !",colere,2
"Quelle incompétence, c'est révoltant !",colere,2
Je suis vraiment en colère contre toi ! 😠,colere,2
"J'en ai marre, c'est vraiment énervant ! 😡",colere,2
"C'est inadmissible, je suis furieux !",colere,2
"Ça suffit maintenant, je ne supporte plus !",colere,2
"Quelle incompétence, c'est révoltant !",colere,2
Je suis vraiment en colère contre toi ! 😠,colere,2
"J'en ai marre, c'est vraiment énervant ! 😡",colere,2
"C'est inadmissible, je suis furieux !",colere,2
"Ça suffit maintenant, je ne supporte plus !",colere,2
"Quelle incompétence, c'est révoltant !",colere,2
Je suis vraiment en colère contre toi ! 😠,colere,2
"J'en ai marre, c'est vraiment énervant ! 😡",colere,2
"C'est inadmissible, je suis furieux !",colere,2
"Ça suffit maintenant, je ne supporte plus !",colere,2
"Quelle incompétence, c'est révoltant !",colere,2
Je suis vraiment en colère contre toi ! 😠,colere,2
"J'en ai marre, c'est vraiment énervant ! 😡",colere,2
"C'est inadmissible, je suis furieux !",colere,2
"Ça suffit maintenant, je ne supporte plus !",colere,2
"Quelle incompétence, c'est révoltant !",colere,2
Je suis vraiment en colère contre toi ! 😠,colere,2
"J'en ai marre, c'est vraiment énervant ! 😡",colere,2
"C'est inadmissible, je suis furieux !",colere,2
"Ça suffit maintenant, je ne supporte plus !",colere,2
"Quelle incompétence, c'est révoltant !",colere,2
Je suis vraiment en colère contre toi ! 😠,colere,2
"J'en ai marre, c'est vraiment énervant ! 😡",colere,2
"C'est inadmissible, je suis furieux !",colere,2
"Ça suffit maintenant, je ne supporte plus !",colere,2
"Quelle incompétence, c'est révoltant !",colere,2
Je suis vraiment en colère contre toi ! 😠,colere,2
"J'en ai marre, c'est vraiment énervant ! 😡",colere,2
"C'est inadmissible, je suis furieux !",colere,2
"Ça suffit maintenant, je ne supporte plus !",colere,2
"Quelle incompétence, c'est révoltant !",colere,2
Je suis vraiment en colère contre toi ! 😠,colere,2
"J'en ai marre, c'est vraiment énervant ! 😡",colere,2
"C'est inadmissible, je suis furieux !",colere,2
"Ça suffit maintenant, je ne supporte plus !",colere,2
"Quelle incompétence, c'est révoltant !",colere,2
Je suis vraiment en colère contre toi ! 😠,colere,2
"J'en ai marre, c'est vraiment énervant ! 😡",colere,2
"C'est inadmissible, je suis furieux !",colere,2
"Ça suffit maintenant, je ne supporte plus !",colere,2
"Quelle incompétence, c'est révoltant !",colere,2
Je suis vraiment en colère contre toi ! 😠,colere,2
"J'en ai marre, c'est vraiment énervant ! 😡",colere,2
"C'est inadmissible, je suis furieux !",colere,2
"Ça suffit maintenant, je ne supporte plus !",colere,2
"Quelle incompétence, c'est révoltant !",colere,2
Je suis vraiment en colère contre toi ! 😠,colere,2
"J'en ai marre, c'est vraiment énervant ! 😡",colere,2
"C'est inadmissible, je suis furieux !",colere,2
"Ça suffit maintenant, je ne supporte plus !",colere,2
"Quelle incompétence, c'est révoltant !",colere,2
Je suis vraiment en colère contre toi ! 😠,colere,2
"J'en ai marre, c'est vraiment énervant ! 😡",colere,2
"C'est inadmissible, je suis furieux !",colere,2
"Ça suffit maintenant, je ne supporte plus !",colere,2
"Quelle incompétence, c'est révoltant !",colere,2
Je suis vraiment en colère contre toi ! 😠,colere,2
"J'en ai marre, c'est vraiment énervant ! 😡",colere,2
"C'est inadmissible, je suis furieux !",colere,2
"Ça suffit maintenant, je ne supporte plus !",colere,2
"Quelle incompétence, c'est révoltant !",colere,2
Je suis vraiment en colère contre toi ! 😠,colere,2
"J'en ai marre, c'est vraiment énervant ! 😡",colere,2
"C'est inadmissible, je suis furieux !",colere,2
"Ça suffit maintenant, je ne supporte plus !",colere,2
"Quelle incompétence, c'est révoltant !",colere,2
Je suis vraiment en colère contre toi ! 😠,colere,2
"J'en ai marre, c'est vraiment énervant ! 😡",colere,2
"C'est inadmissible, je suis furieux !",colere,2
"Ça suffit maintenant, je ne supporte plus !",colere,2
"Quelle incompétence, c'est révoltant !",colere,2
Je suis vraiment en colère contre toi ! 😠,colere,2
"J'en ai marre, c'est vraiment énervant ! 😡",colere,2
"C'est inadmissible, je suis furieux !",colere,2
"Ça suffit maintenant, je ne supporte plus !",colere,2
"Quelle incompétence, c'est révoltant !",colere,2
Je suis vraiment en colère contre toi ! 😠,colere,2
"J'en ai marre, c'est vraiment énervant ! 😡",colere,2
"C'est inadmissible, je suis furieux !",colere,2
"Ça suffit maintenant, je ne supporte plus !",colere,2
"Quelle incompétence, c'est révoltant !",colere,2
Je suis vraiment en colère contre toi ! 😠,colere,2
"J'en ai marre, c'est vraiment énervant ! 😡",colere,2
"C'est inadmissible, je suis furieux !",colere,2
"Ça suffit maintenant, je ne supporte plus !",colere,2
"Quelle incompétence, c'est révoltant !",colere,2
Je suis vraiment en colère contre toi ! 😠,colere,2
"J'en ai marre, c'est vraiment énervant ! 😡",colere,2
"C'est inadmissible, je suis furieux !",colere,2
"Ça suffit maintenant, je ne supporte plus !",colere,2
"Quelle incompétence, c'est révoltant !",colere,2
Je suis vraiment en colère contre toi ! 😠,colere,2
"J'ai vraiment peur, c'est angoissant 😨",peur,3
"C'est effrayant, je suis terrorisé",peur,3
"J'ai des frissons, c'est inquiétant",peur,3
"Je suis anxieux, ça me stresse",peur,3
"Ça fait peur, je suis paniqué 😰",peur,3
"J'ai vraiment peur, c'est angoissant 😨",peur,3
"C'est effrayant, je suis terrorisé",peur,3
"J'ai des frissons, c'est inquiétant",peur,3
"Je suis anxieux, ça me stresse",peur,3
"Ça fait peur, je suis paniqué 😰",peur,3
"J'ai vraiment peur, c'est angoissant 😨",peur,3
"C'est effrayant, je suis terrorisé",peur,3
"J'ai des frissons, c'est inquiétant",peur,3
"Je suis anxieux, ça me stresse",peur,3
"Ça fait peur, je suis paniqué 😰",peur,3
"J'ai vraiment peur, c'est angoissant 😨",peur,3
"C'est effrayant, je suis terrorisé",peur,3
"J'ai des frissons, c'est inquiétant",peur,3
"Je suis anxieux, ça me stresse",peur,3
"Ça fait peur, je suis paniqué 😰",peur,3
"J'ai vraiment peur, c'est angoissant 😨",peur,3
"C'est effrayant, je suis terrorisé",peur,3
"J'ai des frissons, c'est inquiétant",peur,3
"Je suis anxieux, ça me stresse",peur,3
"Ça fait peur, je suis paniqué 😰",peur,3
"J'ai vraiment peur, c'est angoissant 😨",peur,3
"C'est effrayant, je suis terrorisé",peur,3
"J'ai des frissons, c'est inquiétant",peur,3
"Je suis anxieux, ça me stresse",peur,3
"Ça fait peur, je suis paniqué 😰",peur,3
"J'ai vraiment peur, c'est angoissant 😨",peur,3
"C'est effrayant, je suis terrorisé",peur,3
"J'ai des frissons, c'est inquiétant",peur,3
"Je suis anxieux, ça me stresse",peur,3
"Ça fait peur, je suis paniqué 😰",peur,3
"J'ai vraiment peur, c'est angoissant 😨",peur,3
"C'est effrayant, je suis terrorisé",peur,3
"J'ai des frissons, c'est inquiétant",peur,3
"Je suis anxieux, ça me stresse",peur,3
"Ça fait peur, je suis paniqué 😰",peur,3
"J'ai vraiment peur, c'est angoissant 😨",peur,3
"C'est effrayant, je suis terrorisé",peur,3
"J'ai des frissons, c'est inquiétant",peur,3
"Je suis anxieux, ça me stresse",peur,3
"Ça fait peur, je suis paniqué 😰",peur,3
"J'ai vraiment peur, c'est angoissant 😨",peur,3
"C'est effrayant, je suis terrorisé",peur,3
"J'ai des frissons, c'est inquiétant",peur,3
"Je suis anxieux, ça me stresse",peur,3
"Ça fait peur, je suis paniqué 😰",peur,3
"J'ai vraiment peur, c'est angoissant 😨",peur,3
"C'est effrayant, je suis terrorisé",peur,3
"J'ai des frissons, c'est inquiétant",peur,3
"Je suis anxieux, ça me stresse",peur,3
"Ça fait peur, je suis paniqué 😰",peur,3
"J'ai vraiment peur, c'est angoissant 😨",peur,3
"C'est effrayant, je suis terrorisé",peur,3
"J'ai des frissons, c'est inquiétant",peur,3
"Je suis anxieux, ça me stresse",peur,3
"Ça fait peur, je suis paniqué 😰",peur,3
"J'ai vraiment peur, c'est angoissant 😨",peur,3
"C'est effrayant, je suis terrorisé",peur,3
"J'ai des frissons, c'est inquiétant",peur,3
"Je suis anxieux, ça me stresse",peur,3
"Ça fait peur, je suis paniqué 😰",peur,3
"J'ai vraiment peur, c'est angoissant 😨",peur,3
"C'est effrayant, je suis terrorisé",peur,3
"J'ai des frissons, c'est inquiétant",peur,3
"Je suis anxieux, ça me stresse",peur,3
"Ça fait peur, je suis paniqué 😰",peur,3
"J'ai vraiment peur, c'est angoissant 😨",peur,3
"C'est effrayant, je suis terrorisé",peur,3
"J'ai des frissons, c'est inquiétant",peur,3
"Je suis anxieux, ça me stresse",peur,3
"Ça fait peur, je suis paniqué 😰",peur,3
"J'ai vraiment peur, c'est angoissant 😨",peur,3
"C'est effrayant, je suis terrorisé",peur,3
"J'ai des frissons, c'est inquiétant",peur,3
"Je suis anxieux, ça me stresse",peur,3
"Ça fait peur, je suis paniqué 😰",peur,3
"J'ai vraiment peur, c'est angoissant 😨",peur,3
"C'est effrayant, je suis terrorisé",peur,3
"J'ai des frissons, c'est inquiétant",peur,3
"Je suis anxieux, ça me stresse",peur,3
"Ça fait peur, je suis paniqué 😰",peur,3
"J'ai vraiment peur, c'est angoissant 😨",peur,3
"C'est effrayant, je suis terrorisé",peur,3
"J'ai des frissons, c'est inquiétant",peur,3
"Je suis anxieux, ça me stresse",peur,3
"Ça fait peur, je suis paniqué 😰",peur,3
"J'ai vraiment peur, c'est angoissant 😨",peur,3
"C'est effrayant, je suis terrorisé",peur,3
"J'ai des frissons, c'est inquiétant",peur,3
"Je suis anxieux, ça me stresse",peur,3
"Ça fait peur, je suis paniqué 😰",peur,3
"J'ai vraiment peur, c'est angoissant 😨",peur,3
"C'est effrayant, je suis terrorisé",peur,3
"J'ai des frissons, c'est inquiétant",peur,3
"Je suis anxieux, ça me stresse",peur,3
"Ça fait peur, je suis paniqué 😰",peur,3
Oh ! Je ne m'attendais pas à ça ! 😮,surprise,4
Quoi ?! C'est incroyable !,surprise,4
"Wow, quelle surprise !",surprise,4
Je n'en crois pas mes yeux ! 😲,surprise,4
"C'est inattendu, je suis choqué !",surprise,4
Oh ! Je ne m'attendais pas à ça ! 😮,surprise,4
Quoi ?! C'est incroyable !,surprise,4
"Wow, quelle surprise !",surprise,4
Je n'en crois pas mes yeux ! 😲,surprise,4
"C'est inattendu, je suis choqué !",surprise,4
Oh ! Je ne m'attendais pas à ça ! 😮,surprise,4
Quoi ?! C'est incroyable !,surprise,4
"Wow, quelle surprise !",surprise,4
Je n'en crois pas mes yeux ! 😲,surprise,4
"C'est inattendu, je suis choqué !",surprise,4
Oh ! Je ne m'attendais pas à ça ! 😮,surprise,4
Quoi ?! C'est incroyable !,surprise,4
"Wow, quelle surprise !",surprise,4
Je n'en crois pas mes yeux ! 😲,surprise,4
"C'est inattendu, je suis choqué !",surprise,4
Oh ! Je ne m'attendais pas à ça ! 😮,surprise,4
Quoi ?! C'est incroyable !,surprise,4
"Wow, quelle surprise !",surprise,4
Je n'en crois pas mes yeux ! 😲,surprise,4
"C'est inattendu, je suis choqué !",surprise,4
Oh ! Je ne m'attendais pas à ça ! 😮,surprise,4
Quoi ?! C'est incroyable !,surprise,4
"Wow, quelle surprise !",surprise,4
Je n'en crois pas mes yeux ! 😲,surprise,4
"C'est inattendu, je suis choqué !",surprise,4
Oh ! Je ne m'attendais pas à ça ! 😮,surprise,4
Quoi ?! C'est incroyable !,surprise,4
"Wow, quelle surprise !",surprise,4
Je n'en crois pas mes yeux ! 😲,surprise,4
"C'est inattendu, je suis choqué !",surprise,4
Oh ! Je ne m'attendais pas à ça ! 😮,surprise,4
Quoi ?! C'est incroyable !,surprise,4
"Wow, quelle surprise !",surprise,4
Je n'en crois pas mes yeux ! 😲,surprise,4
"C'est inattendu, je suis choqué !",surprise,4
Oh ! Je ne m'attendais pas à ça ! 😮,surprise,4
Quoi ?! C'est incroyable !,surprise,4
"Wow, quelle surprise !",surprise,4
Je n'en crois pas mes yeux ! 😲,surprise,4
"C'est inattendu, je suis choqué !",surprise,4
Oh ! Je ne m'attendais pas à ça ! 😮,surprise,4
Quoi ?! C'est incroyable !,surprise,4
"Wow, quelle surprise !",surprise,4
Je n'en crois pas mes yeux ! 😲,surprise,4
"C'est inattendu, je suis choqué !",surprise,4
Oh ! Je ne m'attendais pas à ça ! 😮,surprise,4
Quoi ?! C'est incroyable !,surprise,4
"Wow, quelle surprise !",surprise,4
Je n'en crois pas mes yeux ! 😲,surprise,4
"C'est inattendu, je suis choqué !",surprise,4
Oh ! Je ne m'attendais pas à ça ! 😮,surprise,4
Quoi ?! C'est incroyable !,surprise,4
"Wow, quelle surprise !",surprise,4
Je n'en crois pas mes yeux ! 😲,surprise,4
"C'est inattendu, je suis choqué !",surprise,4
Oh ! Je ne m'attendais pas à ça ! 😮,surprise,4
Quoi ?! C'est incroyable !,surprise,4
"Wow, quelle surprise !",surprise,4
Je n'en crois pas mes yeux ! 😲,surprise,4
"C'est inattendu, je suis choqué !",surprise,4
Oh ! Je ne m'attendais pas à ça ! 😮,surprise,4
Quoi ?! C'est incroyable !,surprise,4
"Wow, quelle surprise !",surprise,4
Je n'en crois pas mes yeux ! 😲,surprise,4
"C'est inattendu, je suis choqué !",surprise,4
Oh ! Je ne m'attendais pas à ça ! 😮,surprise,4
Quoi ?! C'est incroyable !,surprise,4
"Wow, quelle surprise !",surprise,4
Je n'en crois pas mes yeux ! 😲,surprise,4
"C'est inattendu, je suis choqué !",surprise,4
Oh ! Je ne m'attendais pas à ça ! 😮,surprise,4
Quoi ?! C'est incroyable !,surprise,4
"Wow, quelle surprise !",surprise,4
Je n'en crois pas mes yeux ! 😲,surprise,4
"C'est inattendu, je suis choqué !",surprise,4
Oh ! Je ne m'attendais pas à ça ! 😮,surprise,4
Quoi ?! C'est incroyable !,surprise,4
"Wow, quelle surprise !",surprise,4
Je n'en crois pas mes yeux ! 😲,surprise,4
"C'est inattendu, je suis choqué !",surprise,4
Oh ! Je ne m'attendais pas à ça ! 😮,surprise,4
Quoi ?! C'est incroyable !,surprise,4
"Wow, quelle surprise !",surprise,4
Je n'en crois pas mes yeux ! 😲,surprise,4
"C'est inattendu, je suis choqué !",surprise,4
Oh ! Je ne m'attendais pas à ça ! 😮,surprise,4
Quoi ?! C'est incroyable !,surprise,4
"Wow, quelle surprise !",surprise,4
Je n'en crois pas mes yeux ! 😲,surprise,4
"C'est inattendu, je suis choqué !",surprise,4
Oh ! Je ne m'attendais pas à ça ! 😮,surprise,4
Quoi ?! C'est incroyable !,surprise,4
"Wow, quelle surprise !",surprise,4
Je n'en crois pas mes yeux ! 😲,surprise,4
"C'est inattendu, je suis choqué !",surprise,4
"C'est dégoûtant, beurk ! 🤢",degout,5
"J'ai la nausée, c'est répugnant",degout,5
"C'est écœurant, je ne peux pas",degout,5
"Quelle horreur, c'est immonde",degout,5
"Beurk, c'est vraiment dégueulasse 🤮",degout,5
"C'est dégoûtant, beurk ! 🤢",degout,5
"J'ai la nausée, c'est répugnant",degout,5
"C'est écœurant, je ne peux pas",degout,5
"Quelle horreur, c'est immonde",degout,5
"Beurk, c'est vraiment dégueulasse 🤮",degout,5
"C'est dégoûtant, beurk ! 🤢",degout,5
"J'ai la nausée, c'est répugnant",degout,5
"C'est écœurant, je ne peux pas",degout,5
"Quelle horreur, c'est immonde",degout,5
"Beurk, c'est vraiment dégueulasse 🤮",degout,5
"C'est dégoûtant, beurk ! 🤢",degout,5
"J'ai la nausée, c'est répugnant",degout,5
"C'est écœurant, je ne peux pas",degout,5
"Quelle horreur, c'est immonde",degout,5
"Beurk, c'est vraiment dégueulasse 🤮",degout,5
"C'est dégoûtant, beurk ! 🤢",degout,5
"J'ai la nausée, c'est répugnant",degout,5
"C'est écœurant, je ne peux pas",degout,5
"Quelle horreur, c'est immonde",degout,5
"Beurk, c'est vraiment dégueulasse 🤮",degout,5
"C'est dégoûtant, beurk ! 🤢",degout,5
"J'ai la nausée, c'est répugnant",degout,5
"C'est écœurant, je ne peux pas",degout,5
"Quelle horreur, c'est immonde",degout,5
"Beurk, c'est vraiment dégueulasse 🤮",degout,5
"C'est dégoûtant, beurk ! 🤢",degout,5
"J'ai la nausée, c'est répugnant",degout,5
"C'est écœurant, je ne peux pas",degout,5
"Quelle horreur, c'est immonde",degout,5
"Beurk, c'est vraiment dégueulasse 🤮",degout,5
"C'est dégoûtant, beurk ! 🤢",degout,5
"J'ai la nausée, c'est répugnant",degout,5
"C'est écœurant, je ne peux pas",degout,5
"Quelle horreur, c'est immonde",degout,5
"Beurk, c'est vraiment dégueulasse 🤮",degout,5
"C'est dégoûtant, beurk ! 🤢",degout,5
"J'ai la nausée, c'est répugnant",degout,5
"C'est écœurant, je ne peux pas",degout,5
"Quelle horreur, c'est immonde",degout,5
"Beurk, c'est vraiment dégueulasse 🤮",degout,5
"C'est dégoûtant, beurk ! 🤢",degout,5
"J'ai la nausée, c'est répugnant",degout,5
"C'est écœurant, je ne peux pas",degout,5
"Quelle horreur, c'est immonde",degout,5
"Beurk, c'est vraiment dégueulasse 🤮",degout,5
"C'est dégoûtant, beurk ! 🤢",degout,5
"J'ai la nausée, c'est répugnant",degout,5
"C'est écœurant, je ne peux pas",degout,5
"Quelle horreur, c'est immonde",degout,5
"Beurk, c'est vraiment dégueulasse 🤮",degout,5
"C'est dégoûtant, beurk ! 🤢",degout,5
"J'ai la nausée, c'est répugnant",degout,5
"C'est écœurant, je ne peux pas",degout,5
"Quelle horreur, c'est immonde",degout,5
"Beurk, c'est vraiment dégueulasse 🤮",degout,5
"C'est dégoûtant, beurk ! 🤢",degout,5
"J'ai la nausée, c'est répugnant",degout,5
